"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7942544"	"7.96e-01"	"5.54e-01"	"6.02e-01"	"-6.55157"	"1.87e-01"	"RNF169"	"ring finger protein 169"
"8046003"	"7.96e-01"	"5.54e-01"	"6.02e-01"	"-6.55162"	"2.40e-01"	"GCA"	"grancalcin"
"7905490"	"7.96e-01"	"5.54e-01"	"-6.02e-01"	"-6.55162"	"-1.26e-01"	"LCE3C"	"late cornified envelope 3C"
"7893467"	"7.96e-01"	"5.54e-01"	"-6.02e-01"	"-6.55162"	"-1.81e-01"	""	""
"8088369"	"7.96e-01"	"5.54e-01"	"6.02e-01"	"-6.55163"	"2.65e-01"	""	""
"7901048"	"7.97e-01"	"5.54e-01"	"6.02e-01"	"-6.55174"	"1.50e-01"	"SNORD46"	"small nucleolar RNA, C/D box 46"
"8141371"	"7.97e-01"	"5.54e-01"	"6.02e-01"	"-6.55182"	"1.56e-01"	"GJC3"	"gap junction protein gamma 3"
"8165856"	"7.97e-01"	"5.54e-01"	"-6.02e-01"	"-6.55183"	"-1.27e-01"	""	""
"7946635"	"7.97e-01"	"5.54e-01"	"-6.02e-01"	"-6.55186"	"-2.19e-01"	"ZBED5"	"zinc finger BED-type containing 5"
"8174937"	"7.97e-01"	"5.54e-01"	"-6.02e-01"	"-6.55189"	"-1.38e-01"	"TENM1"	"teneurin transmembrane protein 1"
"8016300"	"7.97e-01"	"5.54e-01"	"6.02e-01"	"-6.55189"	"1.30e-01"	"ARL17B///ARL17A///NBR2///NBR2"	"ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A///neighbor of BRCA1 gene 2 (non-protein coding)///neighbor of BRCA1 gene 2 (non-protein coding)"
"7921364"	"7.97e-01"	"5.54e-01"	"-6.02e-01"	"-6.55191"	"-9.53e-02"	"OR10X1"	"olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)"
"7982036"	"7.97e-01"	"5.54e-01"	"-6.02e-01"	"-6.5521"	"-1.09e-01"	"SNORD115-42///SNORD115-15///SNORD115-6"	"small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-6"
"7924148"	"7.97e-01"	"5.54e-01"	"-6.01e-01"	"-6.55212"	"-1.27e-01"	""	""
"8055281"	"7.97e-01"	"5.54e-01"	"-6.01e-01"	"-6.55213"	"-1.45e-01"	"NOC2LP2"	"NOC2 like nucleolar associated transcriptional repressor pseudogene 2"
"8180244"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.55217"	"1.44e-01"	""	""
"8133189"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55223"	"-2.68e-01"	""	""
"7929988"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55225"	"-1.43e-01"	"HPS6"	"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"
"7923436"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55225"	"-1.50e-01"	""	""
"7893158"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.5523"	"3.00e-01"	""	""
"8151927"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55231"	"-2.39e-01"	""	""
"7990654"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55233"	"-2.32e-01"	""	""
"7992379"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.55234"	"1.32e-01"	"EME2"	"essential meiotic structure-specific endonuclease subunit 2"
"7950269"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.55244"	"2.51e-01"	""	""
"8000924"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55246"	"-1.29e-01"	"ZNF689"	"zinc finger protein 689"
"7893943"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55247"	"-1.93e-01"	""	""
"8066025"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55259"	"-1.28e-01"	""	""
"8115181"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.5526"	"-2.05e-01"	"DCTN4"	"dynactin subunit 4"
"8164153"	"7.97e-01"	"5.55e-01"	"-6.01e-01"	"-6.55269"	"-1.17e-01"	""	""
"7895134"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.55269"	"2.96e-01"	""	""
"7896190"	"7.97e-01"	"5.55e-01"	"6.01e-01"	"-6.5527"	"3.39e-01"	""	""
"8171260"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55271"	"-1.10e-01"	"FAM9A"	"family with sequence similarity 9 member A"
"8123155"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55273"	"1.57e-01"	"PNLDC1"	"PARN like, ribonuclease domain containing 1"
"8111251"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55276"	"-1.29e-01"	""	""
"7978653"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55277"	"1.81e-01"	"RALGAPA1"	"Ral GTPase activating protein catalytic alpha subunit 1"
"7896724"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.5528"	"2.15e-01"	""	""
"8145820"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55283"	"-1.37e-01"	""	""
"8086419"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55287"	"1.69e-01"	"HHATL"	"hedgehog acyltransferase-like"
"7991770"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55291"	"-8.93e-02"	""	""
"8090676"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55291"	"-1.33e-01"	""	""
"7923317"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55293"	"1.36e-01"	"ASCL5"	"achaete-scute family bHLH transcription factor 5"
"8093576"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55302"	"-2.27e-01"	"SCARNA22"	"small Cajal body-specific RNA 22"
"8002939"	"7.97e-01"	"5.55e-01"	"-6.00e-01"	"-6.55303"	"-1.81e-01"	""	""
"7972665"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55308"	"1.53e-01"	"METTL21C"	"methyltransferase like 21C"
"7916781"	"7.97e-01"	"5.55e-01"	"6.00e-01"	"-6.55308"	"1.22e-01"	""	""
"8044700"	"7.97e-01"	"5.56e-01"	"-6.00e-01"	"-6.55316"	"-1.12e-01"	"DPP10"	"dipeptidyl peptidase like 10"
"8050869"	"7.97e-01"	"5.56e-01"	"6.00e-01"	"-6.55317"	"2.17e-01"	""	""
"8175524"	"7.97e-01"	"5.56e-01"	"-6.00e-01"	"-6.5532"	"-1.32e-01"	"CXorf66"	"chromosome X open reading frame 66"
"8031328"	"7.97e-01"	"5.56e-01"	"6.00e-01"	"-6.55324"	"3.76e-01"	"1060P11.3///KIR2DS2///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1"	"killer cell immunoglobulin-like receptor, three domains, pseudogene///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
"8018935"	"7.97e-01"	"5.56e-01"	"-6.00e-01"	"-6.55326"	"-1.70e-01"	""	""
"8104609"	"7.97e-01"	"5.56e-01"	"-6.00e-01"	"-6.55328"	"-1.49e-01"	""	""
"7946659"	"7.97e-01"	"5.56e-01"	"6.00e-01"	"-6.55331"	"1.17e-01"	""	""
"8072353"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.55333"	"2.03e-01"	"LOC646513"	"VLGN1945"
"8172369"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55338"	"-1.63e-01"	"ZNF182"	"zinc finger protein 182"
"8152133"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55338"	"-1.70e-01"	"RRM2B"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"8159283"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.5534"	"1.53e-01"	"KCNT1"	"potassium sodium-activated channel subfamily T member 1"
"7984511"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.55345"	"1.48e-01"	"EWSAT1"	"Ewing sarcoma associated transcript 1"
"8094938"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.55347"	"3.03e-01"	"NIPAL1"	"NIPA like domain containing 1"
"8123780"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55347"	"-1.09e-01"	"CAGE1"	"cancer antigen 1"
"7936064"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55348"	"-1.32e-01"	"NT5C2///NT5C2"	"5'-nucleotidase, cytosolic II///5'-nucleotidase, cytosolic II"
"8174666"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.55352"	"1.21e-01"	""	""
"8180412"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55357"	"-2.23e-01"	"ST6GALNAC4"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
"7976567"	"7.97e-01"	"5.56e-01"	"5.99e-01"	"-6.5536"	"3.91e-01"	"BDKRB1"	"bradykinin receptor B1"
"7894394"	"7.97e-01"	"5.56e-01"	"-5.99e-01"	"-6.55361"	"-1.87e-01"	""	""
"7957041"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55366"	"1.53e-01"	""	""
"7943954"	"7.98e-01"	"5.56e-01"	"-5.99e-01"	"-6.55373"	"-1.63e-01"	""	""
"7922152"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55373"	"1.19e-01"	"CCDC181"	"coiled-coil domain containing 181"
"8107878"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55373"	"1.65e-01"	"IL3"	"interleukin 3"
"7900652"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55376"	"2.86e-01"	""	""
"8012931"	"7.98e-01"	"5.56e-01"	"-5.99e-01"	"-6.55378"	"-2.64e-01"	"CDRT1///FBXW10"	"CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10"
"8008511"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55379"	"1.81e-01"	"WFIKKN2"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
"8039453"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55382"	"2.15e-01"	"TMEM150B"	"transmembrane protein 150B"
"8148184"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55384"	"4.25e-01"	"FAM83A"	"family with sequence similarity 83 member A"
"8129773"	"7.98e-01"	"5.56e-01"	"-5.99e-01"	"-6.55387"	"-1.82e-01"	"BCLAF1"	"BCL2 associated transcription factor 1"
"7967089"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55391"	"1.87e-01"	""	""
"8088485"	"7.98e-01"	"5.56e-01"	"5.99e-01"	"-6.55391"	"1.37e-01"	"FEZF2"	"FEZ family zinc finger 2"
"7894543"	"7.98e-01"	"5.56e-01"	"-5.98e-01"	"-6.55394"	"-2.73e-01"	""	""
"8073152"	"7.98e-01"	"5.56e-01"	"5.98e-01"	"-6.55395"	"1.25e-01"	"CACNA1I"	"calcium voltage-gated channel subunit alpha1 I"
"7894550"	"7.98e-01"	"5.56e-01"	"5.98e-01"	"-6.55399"	"2.48e-01"	""	""
"7914094"	"7.98e-01"	"5.56e-01"	"5.98e-01"	"-6.554"	"1.59e-01"	"WASF2"	"WAS protein family member 2"
"8002845"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55411"	"1.72e-01"	"CTRB2///CTRB1"	"chymotrypsinogen B2///chymotrypsinogen B1"
"7983985"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55411"	"-1.08e-01"	"LDHAL6B"	"lactate dehydrogenase A like 6B"
"8028607"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55414"	"-1.77e-01"	"IFNL2"	"interferon lambda 2"
"7966517"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55421"	"1.71e-01"	"HECTD4"	"HECT domain E3 ubiquitin protein ligase 4"
"8035494"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55421"	"1.67e-01"	"FKBP8"	"FK506 binding protein 8"
"7896672"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55423"	"-1.99e-01"	""	""
"8050702"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55423"	"2.40e-01"	"TP53I3"	"tumor protein p53 inducible protein 3"
"8146460"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55425"	"-1.15e-01"	""	""
"7999404"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55426"	"-2.26e-01"	""	""
"8090235"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55435"	"-9.07e-02"	""	""
"8131155"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55435"	"-1.46e-01"	"IQCE"	"IQ motif containing E"
"7911271"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55435"	"-1.75e-01"	"OR14C36"	"olfactory receptor family 14 subfamily C member 36"
"8012469"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55436"	"1.79e-01"	"RPL26"	"ribosomal protein L26"
"8097947"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55438"	"1.89e-01"	""	""
"8126891"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55444"	"8.87e-02"	"CRISP2"	"cysteine rich secretory protein 2"
"7895062"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.5545"	"-3.32e-01"	""	""
"8148962"	"7.98e-01"	"5.57e-01"	"5.98e-01"	"-6.55451"	"6.03e-01"	"OR4F29///OR4F21///OR4F16///OR4F3"	"olfactory receptor family 4 subfamily F member 29///olfactory receptor family 4 subfamily F member 21///olfactory receptor family 4 subfamily F member 16///olfactory receptor family 4 subfamily F member 3"
"8139256"	"7.98e-01"	"5.57e-01"	"-5.98e-01"	"-6.55453"	"-2.04e-01"	"URGCP-MRPS24///URGCP"	"URGCP-MRPS24 readthrough///upregulator of cell proliferation"
"8155591"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55457"	"1.06e-01"	"LOC102725104///LOC101059935///ANKRD20A8P"	"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A8, pseudogene"
"8109926"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55458"	"8.05e-01"	"GABRP"	"gamma-aminobutyric acid type A receptor pi subunit"
"8139780"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.5546"	"3.18e-01"	""	""
"7987097"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55461"	"2.47e-01"	"MIR211"	"microRNA 211"
"7967711"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.55461"	"-1.61e-01"	"DDX51"	"DEAD-box helicase 51"
"8140995"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.55462"	"-1.02e-01"	"CALCR"	"calcitonin receptor"
"8136965"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55464"	"2.17e-01"	"OR6B1"	"olfactory receptor family 6 subfamily B member 1"
"8103847"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55465"	"2.08e-01"	""	""
"8151281"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.55467"	"-1.77e-01"	"TRAM1"	"translocation associated membrane protein 1"
"7946439"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.55469"	"-1.38e-01"	"TMEM9B"	"TMEM9 domain family member B"
"7893017"	"7.98e-01"	"5.57e-01"	"5.97e-01"	"-6.55469"	"1.67e-01"	""	""
"8073960"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.55488"	"-1.41e-01"	"PIM3"	"Pim-3 proto-oncogene, serine/threonine kinase"
"8141380"	"7.98e-01"	"5.57e-01"	"-5.97e-01"	"-6.5549"	"-1.69e-01"	"ZNF3"	"zinc finger protein 3"
"8065580"	"7.98e-01"	"5.58e-01"	"5.97e-01"	"-6.55497"	"1.44e-01"	"DUSP15"	"dual specificity phosphatase 15"
"7896328"	"7.98e-01"	"5.58e-01"	"-5.97e-01"	"-6.55502"	"-3.63e-01"	""	""
"7988625"	"7.98e-01"	"5.58e-01"	"-5.97e-01"	"-6.55502"	"-1.13e-01"	"FAM227B"	"family with sequence similarity 227 member B"
"8155634"	"7.98e-01"	"5.58e-01"	"-5.97e-01"	"-6.55504"	"-1.12e-01"	"LOC441666"	"zinc finger protein 91 pseudogene"
"7976425"	"7.98e-01"	"5.58e-01"	"-5.97e-01"	"-6.55508"	"-1.29e-01"	"OTUB2"	"OTU deubiquitinase, ubiquitin aldehyde binding 2"
"8019177"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55526"	"1.48e-01"	"TMEM105"	"transmembrane protein 105"
"8135114"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55531"	"1.83e-01"	"CUX1"	"cut like homeobox 1"
"8100819"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55532"	"-1.08e-01"	"CSN2"	"casein beta"
"8040960"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55534"	"1.26e-01"	"GCKR"	"glucokinase (hexokinase 4) regulator"
"7975616"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55536"	"-2.01e-01"	"DNAL1"	"dynein axonemal light chain 1"
"8087778"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.5554"	"-1.23e-01"	""	""
"8154333"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55545"	"1.71e-01"	"KDM4C"	"lysine demethylase 4C"
"7892739"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55546"	"-2.88e-01"	""	""
"8066612"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55549"	"1.41e-01"	"NEURL2"	"neuralized E3 ubiquitin protein ligase 2"
"7922652"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55553"	"1.59e-01"	""	""
"7931674"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55553"	"-1.28e-01"	"TUBB8"	"tubulin beta 8 class VIII"
"7977452"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55559"	"-1.87e-01"	"LINC01296"	"long intergenic non-protein coding RNA 1296"
"7937073"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55561"	"1.49e-01"	"LINC01164"	"long intergenic non-protein coding RNA 1164"
"7952675"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55563"	"1.17e-01"	""	""
"7896355"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55571"	"-1.81e-01"	""	""
"7906233"	"7.98e-01"	"5.58e-01"	"-5.96e-01"	"-6.55572"	"-2.63e-01"	""	""
"7893121"	"7.98e-01"	"5.58e-01"	"5.96e-01"	"-6.55574"	"2.64e-01"	""	""
"7894191"	"7.99e-01"	"5.58e-01"	"-5.95e-01"	"-6.55585"	"-1.83e-01"	""	""
"7986530"	"7.99e-01"	"5.58e-01"	"-5.95e-01"	"-6.55587"	"-1.31e-01"	"OR4F6"	"olfactory receptor family 4 subfamily F member 6"
"8115041"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55588"	"1.09e-01"	"PDE6A"	"phosphodiesterase 6A"
"8097938"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55592"	"1.43e-01"	"NPY2R"	"neuropeptide Y receptor Y2"
"7894691"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55595"	"-2.79e-01"	""	""
"7894774"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55598"	"-1.82e-01"	""	""
"8093974"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55601"	"1.65e-01"	""	""
"8064857"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55605"	"1.59e-01"	""	""
"8024816"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.5561"	"-2.37e-01"	"FSD1"	"fibronectin type III and SPRY domain containing 1"
"7937089"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.5561"	"-1.53e-01"	"STK32C"	"serine/threonine kinase 32C"
"8170241"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55612"	"-2.21e-01"	"SPANXB1"	"SPANX family member B1"
"8170244"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55612"	"-2.21e-01"	"SPANXB1"	"SPANX family member B1"
"8147479"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55616"	"2.17e-01"	""	""
"7989806"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55619"	"-1.73e-01"	"DPP8"	"dipeptidyl peptidase 8"
"7992269"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.5562"	"1.09e-01"	""	""
"8043059"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55623"	"-1.29e-01"	"DNAH6"	"dynein axonemal heavy chain 6"
"8082250"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55627"	"3.80e-01"	""	""
"8076327"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55628"	"1.80e-01"	"LOC100129648"	"uncharacterized LOC100129648"
"8019962"	"7.99e-01"	"5.59e-01"	"-5.95e-01"	"-6.55631"	"-1.31e-01"	""	""
"7899849"	"7.99e-01"	"5.59e-01"	"5.95e-01"	"-6.55634"	"1.76e-01"	""	""
"7894371"	"7.99e-01"	"5.59e-01"	"-5.94e-01"	"-6.55639"	"-2.11e-01"	""	""
"7895858"	"7.99e-01"	"5.59e-01"	"-5.94e-01"	"-6.55639"	"-2.38e-01"	""	""
"7894862"	"7.99e-01"	"5.59e-01"	"5.94e-01"	"-6.55642"	"1.32e-01"	""	""
"8045533"	"7.99e-01"	"5.59e-01"	"5.94e-01"	"-6.55658"	"5.41e-01"	""	""
"7896540"	"7.99e-01"	"5.59e-01"	"5.94e-01"	"-6.55661"	"2.00e-01"	""	""
"7894187"	"7.99e-01"	"5.59e-01"	"-5.94e-01"	"-6.55661"	"-2.99e-01"	""	""
"7973946"	"7.99e-01"	"5.59e-01"	"-5.94e-01"	"-6.55663"	"-1.39e-01"	""	""
"7950030"	"7.99e-01"	"5.59e-01"	"5.94e-01"	"-6.55668"	"2.34e-01"	""	""
"8045381"	"7.99e-01"	"5.60e-01"	"-5.94e-01"	"-6.55686"	"-1.69e-01"	"CCNT2"	"cyclin T2"
"8055474"	"7.99e-01"	"5.60e-01"	"-5.94e-01"	"-6.55687"	"-1.10e-01"	""	""
"7930452"	"7.99e-01"	"5.60e-01"	"-5.94e-01"	"-6.55687"	"-1.08e-01"	""	""
"7928298"	"7.99e-01"	"5.60e-01"	"-5.94e-01"	"-6.55687"	"-9.27e-02"	""	""
"8034408"	"7.99e-01"	"5.60e-01"	"5.94e-01"	"-6.55689"	"2.22e-01"	"ZNF564///ZNF490"	"zinc finger protein 564///zinc finger protein 490"
"7976642"	"7.99e-01"	"5.60e-01"	"5.94e-01"	"-6.55696"	"2.82e-01"	"ERVH-4"	"endogenous retrovirus group H member 4"
"7910164"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55697"	"1.60e-01"	"COQ8A"	"coenzyme Q8A"
"7957205"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55703"	"-1.24e-01"	"TPH2"	"tryptophan hydroxylase 2"
"7894865"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55708"	"2.09e-01"	""	""
"8097146"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55709"	"1.63e-01"	""	""
"8133021"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55714"	"3.06e-01"	"ARAFP2"	"ARAF pseudogene 2"
"8139804"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55714"	"3.06e-01"	"ARAFP2"	"ARAF pseudogene 2"
"8142169"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55725"	"1.40e-01"	""	""
"8087372"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55726"	"-1.63e-01"	"CCDC71"	"coiled-coil domain containing 71"
"7916834"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55736"	"-1.33e-01"	""	""
"7894827"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55737"	"-2.47e-01"	""	""
"8096680"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55739"	"1.57e-01"	""	""
"8038367"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55745"	"1.75e-01"	"SLC17A7"	"solute carrier family 17 member 7"
"8031441"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55747"	"1.16e-01"	"BRSK1"	"BR serine/threonine kinase 1"
"7940971"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55747"	"1.29e-01"	"KCNK4"	"potassium two pore domain channel subfamily K member 4"
"7981425"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55747"	"-1.23e-01"	""	""
"8083445"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55748"	"3.18e-01"	""	""
"8157038"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.5575"	"-2.03e-01"	"SLC44A1"	"solute carrier family 44 member 1"
"7905339"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55753"	"1.51e-01"	"GABPB2"	"GA binding protein transcription factor beta subunit 2"
"7912764"	"7.99e-01"	"5.60e-01"	"5.93e-01"	"-6.55756"	"1.55e-01"	"SPATA21"	"spermatogenesis associated 21"
"8088180"	"7.99e-01"	"5.60e-01"	"-5.93e-01"	"-6.55756"	"-5.63e-01"	"WNT5A"	"Wnt family member 5A"
"7894584"	"7.99e-01"	"5.60e-01"	"5.92e-01"	"-6.55759"	"2.29e-01"	""	""
"7952225"	"7.99e-01"	"5.60e-01"	"-5.92e-01"	"-6.55764"	"-1.72e-01"	""	""
"7895240"	"7.99e-01"	"5.60e-01"	"5.92e-01"	"-6.55768"	"3.44e-01"	""	""
